Date,Close
06-09-2019,243.899994
09-09-2019,245.5
11-09-2019,243.75
12-09-2019,240.75
13-09-2019,239.899994
16-09-2019,239.399994
17-09-2019,237.199997
18-09-2019,239.25
19-09-2019,236.699997
20-09-2019,238.050003
23-09-2019,254.850006
24-09-2019,256
25-09-2019,247.550003
26-09-2019,250.399994
27-09-2019,252.949997
30-09-2019,259.850006
01-10-2019,255.899994
03-10-2019,261.649994
04-10-2019,257.25
07-10-2019,251.899994
09-10-2019,247.100006
10-10-2019,243.199997
11-10-2019,243.949997
14-10-2019,244.100006
15-10-2019,247.600006
16-10-2019,243.649994
17-10-2019,245.850006
18-10-2019,246.5
22-10-2019,248.899994
23-10-2019,251.050003
24-10-2019,249.050003
25-10-2019,247.699997
27-10-2019,250.399994
29-10-2019,253.25
30-10-2019,259.399994
31-10-2019,257.649994
01-11-2019,261.299988
04-11-2019,260.75
05-11-2019,262.899994
06-11-2019,261.350006
07-11-2019,265.850006
08-11-2019,260.5
11-11-2019,259.450012
13-11-2019,253.850006
14-11-2019,253.899994
15-11-2019,250.649994
18-11-2019,250.75
19-11-2019,249.300003
20-11-2019,250.699997
21-11-2019,245.699997
22-11-2019,247.649994
25-11-2019,247.75
26-11-2019,249.149994
27-11-2019,246.949997
28-11-2019,246.699997
29-11-2019,246.399994
02-12-2019,244.949997
03-12-2019,244.050003
04-12-2019,243.149994
05-12-2019,246.949997
06-12-2019,243.350006
09-12-2019,241.449997
10-12-2019,235.600006
11-12-2019,237.600006
12-12-2019,238.550003
13-12-2019,241.600006
16-12-2019,236.899994
17-12-2019,241.050003
18-12-2019,245.149994
19-12-2019,244.350006
20-12-2019,241.149994
23-12-2019,238.899994
24-12-2019,238.75
26-12-2019,236.800003
27-12-2019,236.899994
30-12-2019,238.199997
31-12-2019,237.699997
01-01-2020,238.100006
02-01-2020,239.850006
03-01-2020,238.5
06-01-2020,235.100006
07-01-2020,235.350006
08-01-2020,234.199997
09-01-2020,235.800003
10-01-2020,238
13-01-2020,239.25
14-01-2020,243.25
15-01-2020,242.399994
16-01-2020,240.75
17-01-2020,239.949997
20-01-2020,241.899994
21-01-2020,238.449997
22-01-2020,238.050003
23-01-2020,237.899994
24-01-2020,238.149994
27-01-2020,234.600006
28-01-2020,230.75
29-01-2020,236.649994
30-01-2020,234.050003
31-01-2020,235.149994
03-02-2020,207.600006
04-02-2020,215.649994
05-02-2020,216.449997
06-02-2020,213.550003
07-02-2020,213.399994
10-02-2020,210.550003
11-02-2020,212.600006
12-02-2020,213.050003
13-02-2020,211.899994
14-02-2020,207.699997
17-02-2020,204.800003
18-02-2020,203.850006
19-02-2020,206.699997
20-02-2020,207.449997
24-02-2020,203
25-02-2020,201.800003
26-02-2020,198.600006
27-02-2020,197.550003
28-02-2020,197.550003
02-03-2020,195.300003
03-03-2020,193.850006
04-03-2020,187.5
05-03-2020,188.050003
06-03-2020,181.75
09-03-2020,177.199997
11-03-2020,175.649994
12-03-2020,155.800003
13-03-2020,162.25
16-03-2020,147.25
17-03-2020,149.149994
18-03-2020,150.699997
19-03-2020,161.850006
20-03-2020,175.5
23-03-2020,154.300003
24-03-2020,149.699997
25-03-2020,147.350006
26-03-2020,156.399994
27-03-2020,163.199997
30-03-2020,159.199997
31-03-2020,171.699997
01-04-2020,166.399994
03-04-2020,177.899994
07-04-2020,181.550003
08-04-2020,178.649994
09-04-2020,185.25
13-04-2020,181.600006
15-04-2020,189.350006
16-04-2020,186.350006
17-04-2020,188.100006
20-04-2020,180.699997
21-04-2020,179.600006
22-04-2020,182.25
23-04-2020,180.550003
24-04-2020,180.050003
27-04-2020,179.850006
28-04-2020,179.449997
29-04-2020,182.149994
30-04-2020,182.050003
04-05-2020,174.050003
05-05-2020,173.899994
06-05-2020,163.899994
07-05-2020,161
08-05-2020,158.25
11-05-2020,158.449997
12-05-2020,165.050003
13-05-2020,165.399994
14-05-2020,163.800003
15-05-2020,164.649994
18-05-2020,164.75
19-05-2020,170.75
20-05-2020,175.75
21-05-2020,188.949997
22-05-2020,186.350006
26-05-2020,191.699997
27-05-2020,192.149994
28-05-2020,190.649994
29-05-2020,197.350006
01-06-2020,200.550003
02-06-2020,197.25
03-06-2020,196.699997
04-06-2020,200.149994
05-06-2020,200
08-06-2020,197.649994
09-06-2020,198.5
10-06-2020,199.050003
11-06-2020,194.25
12-06-2020,193.899994
15-06-2020,187.199997
16-06-2020,185
17-06-2020,181.199997
18-06-2020,186.600006
19-06-2020,184.050003
22-06-2020,185
23-06-2020,185.850006
24-06-2020,191.850006
25-06-2020,202.100006
26-06-2020,195.199997
29-06-2020,197.25
30-06-2020,194.649994
01-07-2020,202.899994
02-07-2020,205.850006
03-07-2020,207.550003
06-07-2020,199.800003
07-07-2020,194.25
08-07-2020,196.300003
09-07-2020,195.449997
10-07-2020,194.350006
13-07-2020,197.550003
14-07-2020,195.899994
15-07-2020,198.699997
16-07-2020,193.850006
17-07-2020,194.050003
20-07-2020,192.699997
21-07-2020,192.25
22-07-2020,196.550003
23-07-2020,200.699997
24-07-2020,199.600006
27-07-2020,196.399994
28-07-2020,195.399994
29-07-2020,196.699997
30-07-2020,193.350006
31-07-2020,194.149994
03-08-2020,192.600006
04-08-2020,193.649994
05-08-2020,192.800003
06-08-2020,195.350006
07-08-2020,196.050003
10-08-2020,198.850006
11-08-2020,203.050003
12-08-2020,204.199997
13-08-2020,201.449997
14-08-2020,196.399994
17-08-2020,198.75
18-08-2020,198.550003
19-08-2020,198.449997
20-08-2020,195.800003
21-08-2020,196.800003
24-08-2020,196.699997
25-08-2020,195.399994
26-08-2020,194.949997
27-08-2020,194.25
28-08-2020,195.550003
31-08-2020,191.100006
01-09-2020,190.199997
02-09-2020,191.350006
03-09-2020,191.600006
04-09-2020,186.699997
07-09-2020,189.100006
08-09-2020,188.149994
09-09-2020,183.800003
10-09-2020,184.899994
11-09-2020,183.949997
14-09-2020,183.350006
15-09-2020,181.800003
16-09-2020,180.649994
17-09-2020,178.600006
18-09-2020,179.100006
21-09-2020,175.75
22-09-2020,174.199997
23-09-2020,172.5
24-09-2020,166.550003
25-09-2020,170.75
28-09-2020,173.300003
29-09-2020,169.399994
30-09-2020,171.699997
01-10-2020,170.850006
05-10-2020,169.25
06-10-2020,169.899994
07-10-2020,169.5
08-10-2020,167.149994
09-10-2020,167.850006
12-10-2020,172.199997
13-10-2020,170.149994
14-10-2020,167.800003
15-10-2020,165.050003
16-10-2020,165.699997
19-10-2020,168.25
20-10-2020,167.449997
21-10-2020,167.649994
22-10-2020,168.550003
23-10-2020,170.75
26-10-2020,168.550003
27-10-2020,167.199997
28-10-2020,165.5
29-10-2020,163.850006
30-10-2020,165.25
02-11-2020,166.75
03-11-2020,170.100006
04-11-2020,169.800003
05-11-2020,174.75
06-11-2020,173.949997
09-11-2020,172.800003
10-11-2020,178.350006
11-11-2020,185.300003
12-11-2020,188
13-11-2020,187.100006
14-11-2020,188.600006
17-11-2020,187.350006
18-11-2020,184.050003
19-11-2020,187.899994
20-11-2020,191.699997
23-11-2020,190.850006
24-11-2020,195.550003
25-11-2020,193.850006
26-11-2020,194.800003
27-11-2020,193.649994
01-12-2020,194.399994
02-12-2020,195.949997
03-12-2020,196.199997
04-12-2020,198.199997
07-12-2020,203.149994
08-12-2020,202.449997
09-12-2020,205.399994
10-12-2020,212.699997
11-12-2020,216.300003
14-12-2020,215.899994
15-12-2020,213.550003
16-12-2020,214
17-12-2020,213.050003
18-12-2020,214.5
21-12-2020,202.949997
22-12-2020,203.399994
23-12-2020,207.75
24-12-2020,208.600006
28-12-2020,209.5
29-12-2020,211.550003
30-12-2020,211.149994
31-12-2020,209
01-01-2021,213.850006
04-01-2021,213.399994
05-01-2021,211.449997
06-01-2021,205.399994
07-01-2021,202.800003
08-01-2021,201.5
11-01-2021,202.5
12-01-2021,206.449997
13-01-2021,211.25
14-01-2021,214.149994
15-01-2021,217.850006
18-01-2021,219.75
19-01-2021,218.850006
20-01-2021,217.649994
21-01-2021,213.699997
22-01-2021,210.699997
25-01-2021,207.800003
27-01-2021,210.649994
28-01-2021,206.600006
29-01-2021,203.25
01-02-2021,215.949997
02-02-2021,218.199997
03-02-2021,216.75
04-02-2021,229.949997
05-02-2021,234.350006
08-02-2021,233.100006
09-02-2021,229
10-02-2021,227.550003
11-02-2021,226.449997
12-02-2021,217.449997
15-02-2021,218.600006
16-02-2021,218.25
17-02-2021,217.75
18-02-2021,218.850006
19-02-2021,215.949997
22-02-2021,207.050003
23-02-2021,208.5
24-02-2021,208.850006
25-02-2021,209.149994
26-02-2021,203.850006
01-03-2021,206.899994
02-03-2021,209.899994
03-03-2021,209.949997
04-03-2021,209.699997
05-03-2021,208.550003
08-03-2021,208
09-03-2021,207.800003
10-03-2021,206.5
12-03-2021,205.199997
15-03-2021,205.449997
16-03-2021,207.850006
17-03-2021,210.600006
18-03-2021,217.649994
19-03-2021,222.949997
22-03-2021,226
23-03-2021,222.199997
24-03-2021,215.949997
25-03-2021,211.600006
26-03-2021,210.899994
30-03-2021,214.550003
31-03-2021,218.5
01-04-2021,220.050003
05-04-2021,212.550003
06-04-2021,212.649994
07-04-2021,213.800003
08-04-2021,213.25
09-04-2021,213.100006
12-04-2021,205.300003
13-04-2021,208.699997
15-04-2021,206.699997
16-04-2021,207.949997
19-04-2021,205.600006
20-04-2021,203.550003
22-04-2021,205.899994
23-04-2021,205.350006
26-04-2021,205.300003
27-04-2021,205.399994
28-04-2021,205.5
29-04-2021,204.300003
30-04-2021,202.600006
03-05-2021,200.949997
04-05-2021,199.600006
05-05-2021,201.399994
06-05-2021,202.75
07-05-2021,205.350006
10-05-2021,205.550003
11-05-2021,204
12-05-2021,203.25
14-05-2021,212.25
17-05-2021,212.600006
18-05-2021,210.050003
19-05-2021,207.75
20-05-2021,207
21-05-2021,209.050003
24-05-2021,211.5
25-05-2021,210.899994
26-05-2021,210.600006
27-05-2021,211.149994
28-05-2021,212.899994
31-05-2021,216.600006
01-06-2021,215.25
02-06-2021,209
03-06-2021,209.050003
04-06-2021,208.75
07-06-2021,211.449997
08-06-2021,213.649994
09-06-2021,212.5
10-06-2021,209.300003
11-06-2021,207.899994
14-06-2021,207.300003
15-06-2021,207.050003
16-06-2021,207.850006
17-06-2021,205.649994
18-06-2021,204.550003
21-06-2021,204.449997
22-06-2021,205.100006
23-06-2021,203.949997
24-06-2021,203.25
25-06-2021,205.050003
28-06-2021,203.600006
29-06-2021,203.300003
30-06-2021,202.699997
01-07-2021,203
02-07-2021,202.399994
05-07-2021,203.649994
06-07-2021,202.5
07-07-2021,203.75
08-07-2021,202
09-07-2021,201.350006
12-07-2021,201.100006
13-07-2021,201.850006
14-07-2021,204.100006
15-07-2021,206.25
16-07-2021,207.899994
19-07-2021,207.75
20-07-2021,206.800003
22-07-2021,207
23-07-2021,212.399994
26-07-2021,211.149994
27-07-2021,208.649994
28-07-2021,209.100006
29-07-2021,206.050003
30-07-2021,204.949997
02-08-2021,207.300003
03-08-2021,209.899994
04-08-2021,208.600006
05-08-2021,215.25
06-08-2021,214.25
09-08-2021,213.800003
10-08-2021,209.850006
11-08-2021,208.649994
12-08-2021,208.899994
13-08-2021,211.449997
16-08-2021,210.899994
17-08-2021,209.199997
18-08-2021,208.949997
20-08-2021,208.899994
23-08-2021,206.300003
24-08-2021,205.75
25-08-2021,206.399994
26-08-2021,204.600006
27-08-2021,205.899994
30-08-2021,208
31-08-2021,211.300003
01-09-2021,209.5
02-09-2021,209.75
03-09-2021,210.600006
06-09-2021,209.300003
07-09-2021,211.75
08-09-2021,211.25
09-09-2021,212.649994
13-09-2021,214.149994
14-09-2021,216.100006
15-09-2021,216
16-09-2021,230.75
17-09-2021,231.149994
20-09-2021,233.75
21-09-2021,241.5
22-09-2021,243.5
23-09-2021,242.5
24-09-2021,238.449997
27-09-2021,238.699997
28-09-2021,237.75
29-09-2021,238.100006
30-09-2021,236.149994
01-10-2021,235.350006
04-10-2021,236.600006
05-10-2021,234.699997
06-10-2021,231.25
07-10-2021,232.949997
08-10-2021,231.699997
11-10-2021,238.050003
12-10-2021,241.300003
13-10-2021,249.199997
14-10-2021,256.549988
18-10-2021,262.549988
19-10-2021,245.949997
20-10-2021,246.600006
21-10-2021,244.699997
22-10-2021,236.600006
25-10-2021,233.399994
26-10-2021,236.699997
27-10-2021,238.449997
28-10-2021,225.100006
29-10-2021,223.199997
01-11-2021,226.850006
02-11-2021,225.600006
03-11-2021,222.449997
04-11-2021,226.550003
08-11-2021,229.800003
09-11-2021,228.75
10-11-2021,230.850006
11-11-2021,230
12-11-2021,232.899994
15-11-2021,238.100006
16-11-2021,235.449997
17-11-2021,239.5
18-11-2021,237.5
22-11-2021,230.899994
23-11-2021,231.600006
24-11-2021,227.699997
25-11-2021,231.300003
26-11-2021,224
29-11-2021,221.5
30-11-2021,221.149994
01-12-2021,221.899994
02-12-2021,225.449997
03-12-2021,221.649994
06-12-2021,217.899994
07-12-2021,220.649994
08-12-2021,224.949997
09-12-2021,235.399994
10-12-2021,236.100006
13-12-2021,234.600006
14-12-2021,228.600006
15-12-2021,224.050003
16-12-2021,222.899994
17-12-2021,217.949997
20-12-2021,212.399994
21-12-2021,212.5
22-12-2021,212
23-12-2021,217.300003
24-12-2021,218
27-12-2021,217.550003
28-12-2021,220.050003
29-12-2021,216.75
30-12-2021,216
31-12-2021,218.050003
03-01-2022,219.100006
04-01-2022,220.25
05-01-2022,220.550003
06-01-2022,218.699997
07-01-2022,218.399994
10-01-2022,223.300003
11-01-2022,221.949997
12-01-2022,222.75
13-01-2022,223.949997
14-01-2022,222.600006
17-01-2022,224.600006
18-01-2022,220.75
19-01-2022,220.350006
20-01-2022,218.75
21-01-2022,217.050003
24-01-2022,211.800003
25-01-2022,214.300003
27-01-2022,214.600006
28-01-2022,217.600006
31-01-2022,220.199997
01-02-2022,227.75
02-02-2022,232.149994
03-02-2022,234.449997
04-02-2022,234.300003
07-02-2022,230.199997
08-02-2022,231.25
09-02-2022,230.149994
10-02-2022,232.25
11-02-2022,232.449997
14-02-2022,219.449997
15-02-2022,223
16-02-2022,222.75
17-02-2022,222.649994
18-02-2022,221.899994
21-02-2022,218
22-02-2022,214.850006
23-02-2022,215.949997
24-02-2022,208.5
25-02-2022,213.949997
28-02-2022,215.850006
02-03-2022,215.300003
03-03-2022,219.399994
04-03-2022,225.5
07-03-2022,224.949997
08-03-2022,226.899994
09-03-2022,229.25
10-03-2022,232
11-03-2022,236.350006
14-03-2022,239
15-03-2022,237.850006
16-03-2022,242.600006
17-03-2022,244.899994
21-03-2022,244.5
22-03-2022,249.75
23-03-2022,252
24-03-2022,254.850006
25-03-2022,253.350006
28-03-2022,257.049988
29-03-2022,254.600006
30-03-2022,249.199997
31-03-2022,250.649994
01-04-2022,253.300003
04-04-2022,255.449997
05-04-2022,259.450012
06-04-2022,259.600006
07-04-2022,256.649994
08-04-2022,267.799988
11-04-2022,267.5
12-04-2022,264.799988
13-04-2022,269.549988
18-04-2022,270.100006
19-04-2022,261.549988
20-04-2022,259.549988
21-04-2022,260.399994
22-04-2022,261.100006
25-04-2022,255.25
26-04-2022,258.950012
27-04-2022,257.5
28-04-2022,261.100006
29-04-2022,259.549988
02-05-2022,263.149994
04-05-2022,259.75
05-05-2022,262.049988
06-05-2022,266.649994
09-05-2022,262.950012
10-05-2022,259.75
11-05-2022,255.649994
12-05-2022,252.899994
13-05-2022,258.600006
16-05-2022,254.100006
17-05-2022,264.700012
18-05-2022,266.799988
19-05-2022,275.649994
20-05-2022,280
23-05-2022,274.5
24-05-2022,270.850006
25-05-2022,272.700012
26-05-2022,266.700012
27-05-2022,269.200012
30-05-2022,269.049988
31-05-2022,270.649994
01-06-2022,271.850006
02-06-2022,273.5
03-06-2022,272.700012
06-06-2022,274.799988
07-06-2022,273.899994
08-06-2022,267.899994
09-06-2022,270.850006
10-06-2022,270.149994
13-06-2022,264.649994
14-06-2022,265.450012
15-06-2022,263.399994
16-06-2022,260.700012
17-06-2022,263.299988
20-06-2022,264.100006
21-06-2022,269.899994
22-06-2022,265.299988
23-06-2022,265.5
24-06-2022,265.850006
27-06-2022,269.950012
28-06-2022,271.850006
29-06-2022,274.049988
30-06-2022,273.5
01-07-2022,284.350006
04-07-2022,291.899994
05-07-2022,286.899994
06-07-2022,289.299988
07-07-2022,291.950012
08-07-2022,293.049988
11-07-2022,295
12-07-2022,292.700012
13-07-2022,294.049988
14-07-2022,290.850006
15-07-2022,293.549988
18-07-2022,295.299988
19-07-2022,294.600006
20-07-2022,298.200012
21-07-2022,299.549988
22-07-2022,300.549988
25-07-2022,301.100006
26-07-2022,302.450012
27-07-2022,304.149994
28-07-2022,303.450012
29-07-2022,303.049988
01-08-2022,307.5
02-08-2022,309.950012
03-08-2022,308.149994
04-08-2022,309.5
05-08-2022,310.850006
08-08-2022,313.149994
10-08-2022,311.200012
11-08-2022,306.25
12-08-2022,308.549988
16-08-2022,310.549988
17-08-2022,312.549988
18-08-2022,315.649994
19-08-2022,312
22-08-2022,314.399994
23-08-2022,315.899994
24-08-2022,314.100006
25-08-2022,312.350006
26-08-2022,312.899994
29-08-2022,313.549988
30-08-2022,320.5
01-09-2022,317.600006
02-09-2022,323.149994
05-09-2022,328.850006
06-09-2022,327.149994
07-09-2022,326.100006
08-09-2022,329.899994
09-09-2022,330.5
12-09-2022,330.899994
13-09-2022,334.399994
14-09-2022,335.350006
15-09-2022,334.100006
16-09-2022,331.299988
19-09-2022,335.600006
20-09-2022,336
21-09-2022,340.950012
22-09-2022,345.049988
23-09-2022,346.399994
26-09-2022,332.600006
27-09-2022,334.850006
28-09-2022,324.950012
29-09-2022,333.049988
30-09-2022,332.200012
03-10-2022,324.399994
04-10-2022,332.850006
06-10-2022,336.649994
07-10-2022,334.100006
10-10-2022,327.850006
11-10-2022,326.299988
12-10-2022,330.100006
13-10-2022,328.649994
14-10-2022,332.100006
17-10-2022,332.25
18-10-2022,340.299988
19-10-2022,346.350006
20-10-2022,349.700012
21-10-2022,345.600006
24-10-2022,347.700012
25-10-2022,346.299988
27-10-2022,345.799988
28-10-2022,345.799988
31-10-2022,348.700012
01-11-2022,349.5
02-11-2022,354.649994
03-11-2022,353.700012
04-11-2022,353.600006
07-11-2022,353.5
09-11-2022,360.700012
10-11-2022,356
11-11-2022,356.350006
14-11-2022,347.200012
15-11-2022,345.25
16-11-2022,344.100006
17-11-2022,343.700012
18-11-2022,341.049988
21-11-2022,337.200012
22-11-2022,340.25
23-11-2022,339.799988
24-11-2022,340.75
25-11-2022,340.299988
28-11-2022,340.049988
29-11-2022,342.299988
30-11-2022,340
01-12-2022,339.549988
02-12-2022,337.149994
05-12-2022,336.75
06-12-2022,337.299988
07-12-2022,340.100006
08-12-2022,338.399994
09-12-2022,341.399994
12-12-2022,343.200012
13-12-2022,345.600006
14-12-2022,345.399994
15-12-2022,338.850006
16-12-2022,335.100006
19-12-2022,340.5
20-12-2022,340.149994
21-12-2022,335.149994
22-12-2022,332.450012
23-12-2022,326.700012
26-12-2022,334.600006
27-12-2022,333.149994
28-12-2022,334.399994
29-12-2022,335.350006
30-12-2022,331.549988
02-01-2023,332.850006
03-01-2023,331.100006
04-01-2023,327
05-01-2023,333.450012
06-01-2023,335.049988
09-01-2023,338.049988
10-01-2023,333.399994
11-01-2023,331.799988
12-01-2023,329.850006
13-01-2023,328.75
16-01-2023,330.200012
17-01-2023,332.25
18-01-2023,334.649994
19-01-2023,332.149994
20-01-2023,334.600006
23-01-2023,337.75
24-01-2023,338.950012
25-01-2023,339.25
27-01-2023,346
30-01-2023,344.799988
31-01-2023,352.350006
01-02-2023,361.399994
02-02-2023,378.600006
03-02-2023,380.649994
06-02-2023,383.399994
07-02-2023,373.25
08-02-2023,375.549988
09-02-2023,374.25
10-02-2023,371.350006
13-02-2023,374.200012
14-02-2023,386.450012
15-02-2023,382.200012
16-02-2023,382.549988
17-02-2023,383.399994
20-02-2023,384.049988
21-02-2023,382.25
22-02-2023,383.850006
23-02-2023,387.600006
24-02-2023,385.100006
27-02-2023,382.200012
28-02-2023,376.700012
01-03-2023,378.700012
02-03-2023,375.549988
03-03-2023,384.950012
06-03-2023,388.149994
08-03-2023,392.399994
09-03-2023,387.5
10-03-2023,388
13-03-2023,383.649994
14-03-2023,379.700012
15-03-2023,379.399994
16-03-2023,381.450012
17-03-2023,375.549988
20-03-2023,378.799988
21-03-2023,376.950012
22-03-2023,377.75
23-03-2023,380.649994
24-03-2023,378.700012
27-03-2023,380.200012
28-03-2023,379.75
29-03-2023,382.75
31-03-2023,383.5
03-04-2023,378.899994
05-04-2023,386.399994
06-04-2023,387.350006
10-04-2023,388.549988
11-04-2023,396
12-04-2023,393.549988
13-04-2023,395.600006
17-04-2023,400.149994
18-04-2023,398.5
19-04-2023,398.75
20-04-2023,400.299988
21-04-2023,408.25
24-04-2023,408.700012
25-04-2023,411.549988
26-04-2023,412.25
27-04-2023,416
28-04-2023,425.549988
02-05-2023,424.450012
03-05-2023,427.149994
04-05-2023,424.600006
05-05-2023,428.75
08-05-2023,431.450012
09-05-2023,423.799988
10-05-2023,425.350006
11-05-2023,420.399994
12-05-2023,420.450012
15-05-2023,427.799988
16-05-2023,423.950012
17-05-2023,427.600006
18-05-2023,419.700012
19-05-2023,419.850006
22-05-2023,424.75
23-05-2023,429.149994
24-05-2023,433.5
25-05-2023,441.149994
26-05-2023,443.600006
29-05-2023,449.100006
30-05-2023,449.899994
31-05-2023,445.5
01-06-2023,439.700012
02-06-2023,443.399994
05-06-2023,440.649994
06-06-2023,442.799988
07-06-2023,443.950012
08-06-2023,442.899994
09-06-2023,438.450012
12-06-2023,436.950012
13-06-2023,445.399994
14-06-2023,444.5
15-06-2023,448.100006
16-06-2023,453.100006
19-06-2023,453.600006
20-06-2023,452.850006
21-06-2023,447.049988
22-06-2023,447.649994
23-06-2023,444.75
26-06-2023,445.700012
27-06-2023,445.100006
28-06-2023,449.350006
30-06-2023,451.600006
03-07-2023,463.25
04-07-2023,466.350006
05-07-2023,475.100006
06-07-2023,473.899994
07-07-2023,468.399994
10-07-2023,465.850006
11-07-2023,473.149994
12-07-2023,472.299988
13-07-2023,472
14-07-2023,472.899994
17-07-2023,472.350006
18-07-2023,472.5
19-07-2023,478.850006
20-07-2023,492.149994
21-07-2023,490.450012
24-07-2023,471.350006
25-07-2023,462.299988
26-07-2023,472.25
27-07-2023,465.049988
28-07-2023,468.450012
31-07-2023,465.700012
01-08-2023,464.799988
02-08-2023,460.100006
03-08-2023,456.049988
04-08-2023,454.950012
07-08-2023,454.899994
08-08-2023,452.350006
09-08-2023,458.649994
10-08-2023,451.75
11-08-2023,448.75
14-08-2023,449.200012
16-08-2023,450.25
17-08-2023,441
18-08-2023,441.649994
21-08-2023,447.799988
22-08-2023,454.25
23-08-2023,450.450012
24-08-2023,450.899994
25-08-2023,443.350006
28-08-2023,441.399994
29-08-2023,440.100006
30-08-2023,442.799988
31-08-2023,439.700012
01-09-2023,441.049988
04-09-2023,437.5
05-09-2023,443.100006
06-09-2023,447.450012
07-09-2023,445.899994
08-09-2023,442.649994
11-09-2023,447.200012
12-09-2023,451.149994
13-09-2023,453.5
14-09-2023,449.950012
15-09-2023,448.350006
18-09-2023,452.049988
20-09-2023,452.950012
21-09-2023,447.5
22-09-2023,443.100006
25-09-2023,442.600006
26-09-2023,442.450012
27-09-2023,449.149994
28-09-2023,440.75
29-09-2023,444.399994
03-10-2023,439.75
04-10-2023,436.100006
05-10-2023,436.049988
06-10-2023,442.149994
09-10-2023,440.450012
10-10-2023,444.399994
11-10-2023,448.25
12-10-2023,450.700012
13-10-2023,448.350006
16-10-2023,448.950012
17-10-2023,453.450012
18-10-2023,451.649994
19-10-2023,450.399994
20-10-2023,438.299988
23-10-2023,435.899994
25-10-2023,432.700012
26-10-2023,434.350006
27-10-2023,433.75
30-10-2023,430.450012
31-10-2023,428.399994
01-11-2023,428.100006
02-11-2023,431.149994
03-11-2023,433.25
06-11-2023,435.350006
07-11-2023,432.700012
08-11-2023,436.950012
09-11-2023,434.399994
10-11-2023,436.549988
13-11-2023,436
15-11-2023,441.950012
16-11-2023,438.649994
17-11-2023,439.25
20-11-2023,436.799988
21-11-2023,436.25
22-11-2023,439.700012
23-11-2023,440.350006
24-11-2023,437.799988
28-11-2023,435.25
29-11-2023,437.200012
30-11-2023,435.799988
01-12-2023,449.799988
04-12-2023,454.049988
05-12-2023,451.75
06-12-2023,463.25
07-12-2023,458.100006
08-12-2023,449.149994
11-12-2023,452.450012
12-12-2023,453.100006
13-12-2023,455.649994
14-12-2023,460.100006
15-12-2023,458.200012
18-12-2023,451.649994
19-12-2023,456.100006
20-12-2023,451
21-12-2023,451.450012
22-12-2023,455.200012
26-12-2023,456.450012
27-12-2023,457.100006
28-12-2023,464.100006
29-12-2023,462.100006
01-01-2024,468.049988
02-01-2024,470.350006
03-01-2024,477.25
04-01-2024,476.399994
05-01-2024,473.950012
08-01-2024,465.5
09-01-2024,464.549988
10-01-2024,463.299988
11-01-2024,462.649994
12-01-2024,466.700012
15-01-2024,467.600006
